bloque,concepto,readme,propio,diferencia,tolerancia,tipo,dentro,identica,nota
7. Estate tax,250000 USD: MXN,4311350,4311350.0,0.0,0.5,numerica,True,True,
7. Estate tax,250000 USD: impuesto,57800,57800.0,0.0,0,numerica,True,True,
7. Estate tax,250000 USD: tasa efectiva,23.1,23.12,0.019999999999999574,0.05,numerica,True,True,
7. Estate tax,500000 USD: USD,500000,500000,0.0,0.5,numerica,True,True,
7. Estate tax,500000 USD: MXN,8622700,8622700.0,0.0,0.5,numerica,True,True,
7. Estate tax,500000 USD: impuesto,142800,142800.0,0.0,0,numerica,True,True,
7. Estate tax,500000 USD: tasa efectiva,28.6,28.56,-0.0400000000000027,0.05,numerica,True,True,
7. Estate tax,1000000 USD: USD,1000000,1000000,0.0,0.5,numerica,True,True,
7. Estate tax,1000000 USD: MXN,17245400,17245400.0,0.0,0.5,numerica,True,True,
7. Estate tax,1000000 USD: impuesto,332800,332800.0,0.0,0,numerica,True,True,
7. Estate tax,1000000 USD: tasa efectiva,33.3,33.28,-0.01999999999999602,0.05,numerica,True,True,
5. Fiscalidad,"ISR sobre la ganancia en BMV y SIC (L01,L02,L03,L07)",**Verificado**,**Verificado**,,0,categorica,True,True,
5. Fiscalidad,"Pérdidas (L04,L05,L06)",**Verificado**,**Verificado**,,0,categorica,True,True,
5. Fiscalidad,"Constancia (L08,L10)",**Verificado**,**Verificado**,,0,categorica,True,True,
5. Fiscalidad,"Retención de ISR sobre intereses en 2026 (L11,L12,L13)",**Verificado**,**Verificado**,,0,categorica,True,True,
5. Fiscalidad,Dividendos de emisoras mexicanas (L14),**Verificado**,**Verificado**,,0,categorica,True,True,
5. Fiscalidad,"Dividendos extranjeros (SIC) (L15,L17,L18,L19)",**Verificado**,**Verificado**,,0,categorica,True,True,
5. Fiscalidad,Reformas 2026 (L20),**Verificado**,**Verificado**,,0,categorica,True,True,
5. Fiscalidad,"*Estate tax* EUA: umbral y crédito (L21,L22,L23)",**Verificado**,**Verificado**,,0,categorica,True,True,
5. Fiscalidad,"Tratado sucesorio México-EUA (L24,L24b)",**Verificado**,**Verificado**,,0,categorica,True,True,
5. Fiscalidad,"*Situs* de acciones y ETFs de EUA vía SIC/Indeval (L25,L26)",Regla **verificada**,Regla **verificada**,,0,categorica,True,True,
5. Fiscalidad,"Dividendos dentro del UCITS irlandés (L27,L19)",Tasas **verificadas**,Tasas **verificadas**,,0,categorica,True,True,
5. Fiscalidad,Impuesto sucesorio irlandés (CAT) sobre UCITS (L28),**Verificado**,**Verificado**,,0,categorica,True,True,
5. Fiscalidad,"ISR mexicano sobre ganancias en UCITS del SIC (L02,L03,L29)",**Inferencia**,**Inferencia**,,0,categorica,True,True,
5. Fiscalidad,Base del 10% adicional de dividendos extranjeros (L16),ambigua,neta,,0,categorica,False,False,art. 142 fr. V: 'sin incluir el monto del impuesto retenido que en su caso se hubiere efectuado'
5. Fiscalidad,UCITS que cotizan en MXN en MEX (Yahoo),8,8.0,0.0,0,numerica,True,True,
Resumen,85.59 / 83.33,85.59,85.59,0.0,0.005,numerica,True,True,
Resumen,85.59 / 83.33,83.33,83.33,0.0,0.005,numerica,True,True,
Resumen,82.93 / 73.17 / supervivencia 82.93 (34 de 41),82.93,82.93,0.0,0.005,numerica,True,True,
Resumen,82.93 / 73.17 / supervivencia 82.93 (34 de 41),73.17,73.17,0.0,0.005,numerica,True,True,
Resumen,82.93 / 73.17 / supervivencia 82.93 (34 de 41),82.93,82.93,0.0,0.005,numerica,True,True,
Resumen,82.93 / 73.17 / supervivencia 82.93 (34 de 41),34,34.0,0.0,0.005,numerica,True,True,
Resumen,82.93 / 73.17 / supervivencia 82.93 (34 de 41),41,41.0,0.0,0.005,numerica,True,True,
Resumen,74.3 / 16.4 / 16.2,74.3,74.3,0.0,0.005,numerica,True,True,
Resumen,74.3 / 16.4 / 16.2,16.4,16.4,0.0,0.005,numerica,True,True,
Resumen,74.3 / 16.4 / 16.2,16.2,16.2,0.0,0.005,numerica,True,True,
Resumen,IPC 3.53 / S&P 16.98 / 10% → 1.45 / 13.8 / +8.7,3.53,3.525330349497313,-0.00466965050268664,0.1,numerica,True,True,
Resumen,IPC 3.53 / S&P 16.98 / 10% → 1.45 / 13.8 / +8.7,16.98,16.980487394231105,0.0004873942311043322,0.1,numerica,True,True,
Resumen,IPC 3.53 / S&P 16.98 / 10% → 1.45 / 13.8 / +8.7,1.45,1.4504014268941878,0.0004014268941878729,0.1,numerica,True,True,
Resumen,IPC 3.53 / S&P 16.98 / 10% → 1.45 / 13.8 / +8.7,13.8,13.845952278594714,0.04595227859471329,0.1,numerica,True,True,
Resumen,IPC 3.53 / S&P 16.98 / 10% → 1.45 / 13.8 / +8.7,8.7,8.691404301566575,-0.008595698433424559,0.1,numerica,True,True,
Resumen,86.67 / 100 / 12.65 vs 17.08 / 7.09 vs 14.33,86.67,86.67,0.0,0.005,numerica,True,True,
Resumen,86.67 / 100 / 12.65 vs 17.08 / 7.09 vs 14.33,100,100.0,0.0,0.005,numerica,True,True,
Resumen,86.67 / 100 / 12.65 vs 17.08 / 7.09 vs 14.33,12.65,12.65,0.0,0.005,numerica,True,True,
Resumen,86.67 / 100 / 12.65 vs 17.08 / 7.09 vs 14.33,17.08,17.08,0.0,0.005,numerica,True,True,
Resumen,86.67 / 100 / 12.65 vs 17.08 / 7.09 vs 14.33,7.09,7.09,0.0,0.005,numerica,True,True,
Resumen,86.67 / 100 / 12.65 vs 17.08 / 7.09 vs 14.33,14.33,14.33,0.0,0.005,numerica,True,True,
Resumen,retención intereses 2026,0.90,0.9,0.0,0.0,numerica,True,True,
Resumen,umbral / crédito / tasa máx.,60000,60000.0,0.0,0,numerica,True,True,
Resumen,umbral / crédito / tasa máx.,13000,13000.0,0.0,0,numerica,True,True,
Resumen,umbral / crédito / tasa máx.,40,40.0,0.0,0,numerica,True,True,
Resumen,lista de tratados,15,15.0,0.0,0,numerica,True,True,
Resumen,CSPX sesiones y mediana (millones),249,249.0,0.0,0.5,numerica,True,True,
Resumen,CSPX sesiones y mediana (millones),252,252.0,0.0,0.5,numerica,True,True,
Resumen,CSPX sesiones y mediana (millones),47,47.06641421289063,0.06641421289062777,0.5,numerica,True,True,
Resumen,"VUAA sesiones, mediana, precios",251,251.0,0.0,50,numerica,True,True,
Resumen,"VUAA sesiones, mediana, precios",252,252.0,0.0,50,numerica,True,True,
Resumen,"VUAA sesiones, mediana, precios",5.3,5.2694755,-0.0305244999999994,50,numerica,True,True,
Resumen,"VUAA sesiones, mediana, precios",2630,2630.0,0.0,50,numerica,True,True,
Resumen,"VUAA sesiones, mediana, precios",14700,14725.5,25.5,50,numerica,True,False,
Resumen,IUSA sesiones,14,14.0,0.0,0,numerica,True,True,
Resumen,IUSA sesiones,213,213.0,0.0,0,numerica,True,True,
Resumen,rendimiento por dividendo S&P,0.99,0.9884251508634766,-0.001574849136523393,0.005,numerica,True,True,
Resumen,fuga 15/10/30,0.15,0.14826377262952148,-0.0017362273704785158,0.005,numerica,True,True,
Resumen,fuga 15/10/30,0.10,0.09884251508634767,-0.0011574849136523346,0.005,numerica,True,True,
Resumen,fuga 15/10/30,0.30,0.29652754525904296,-0.0034724547409570317,0.005,numerica,True,True,
Conclusiones,rango EUA 10 años,83,83.33,0.3299999999999983,0.5,numerica,True,True,
Conclusiones,rango EUA 10 años,87,87.42,0.4200000000000017,0.5,numerica,True,True,
Conclusiones,rango México 10 años,73,73.17,0.1700000000000017,0.5,numerica,True,True,
Conclusiones,rango México 10 años,88,87.8,-0.20000000000000284,0.5,numerica,True,True,
Conclusiones,fondos que invierten afuera: % y pp,87,86.67,-0.3299999999999983,0.5,numerica,True,True,
Conclusiones,fondos que invierten afuera: % y pp,100,100.0,0.0,0.5,numerica,True,True,
Conclusiones,fondos que invierten afuera: % y pp,4.4,4.429999999999998,0.029999999999997584,0.5,numerica,True,True,
Conclusiones,fondos que invierten afuera: % y pp,7.2,7.24,0.040000000000000036,0.5,numerica,True,True,
Conclusiones,umbral en MXN y tasas efectivas,1.03,1.034724,0.0047239999999999505,0.5,numerica,True,True,
Conclusiones,umbral en MXN y tasas efectivas,10.8,10.8,0.0,0.5,numerica,True,True,
Conclusiones,umbral en MXN y tasas efectivas,33,33.28,0.28000000000000114,0.5,numerica,True,True,
Conclusiones NO,t 2015-2024,1.99,1.9878985496258708,-0.0021014503741292323,0.05,numerica,True,True,
